NomenCode,Reporter_ISO_N,Year,ProductCode,Partner,ExcludedFrom,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,TotalNoOfLines,Nbr_Pref_Lines,Nbr_MFN_Lines,Nbr_NA_Lines
H6,036,2022,400932,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,400941,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,400942,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,401011,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401012,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401019,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401031,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401032,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401033,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401034,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401035,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401036,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401039,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401110,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401120,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401170,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401180,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401190,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401211,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401212,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401213,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401219,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401220,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401290,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401310,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401390,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401490,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401512,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401519,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,401590,152,   ,      0.00,      0.00,      0.00,      0.00,4,3,1,0
H6,036,2022,401610,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401691,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401692,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401693,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401694,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401695,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401699,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,401700,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,410320,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,410330,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,410390,152,   ,      0.00,      0.00,      0.00,      0.00,4,1,3,0
H6,036,2022,410411,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,410419,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,410441,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
